index,id,gender,car,property,children,income,income_type,education,marital_status,housing_type,age,employed_years,work_phone,phone,email,family_members,reject
456,5023482,F,N,Y,1,119250.0,Working,Secondary / secondary special,Married,House / apartment,44.0,12.0,1,1,0,3,0
457,5054099,M,Y,N,2,202500.0,Working,Higher education,Married,House / apartment,32.0,2.0,0,0,0,4,0
458,5062713,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,40.0,10.0,0,0,0,3,0
459,5088851,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,31.0,6.0,0,0,1,2,0
460,5111117,F,N,Y,1,315000.0,Working,Higher education,Married,House / apartment,32.0,4.0,0,0,0,3,0
461,5118115,M,N,N,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.0,15.0,1,1,0,3,0
462,5024258,M,N,Y,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,31.0,2.0,0,0,0,1,0
463,5113976,M,Y,N,0,270000.0,Working,Incomplete higher,Married,House / apartment,33.0,2.0,1,1,1,2,0
464,5099907,F,N,Y,2,112500.0,Working,Incomplete higher,Married,House / apartment,30.0,5.0,0,0,0,4,0
465,5092332,F,N,Y,0,58500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,68.0,0.0,0,1,0,1,0
466,5038932,F,N,Y,0,94500.0,Commercial associate,Higher education,Separated,House / apartment,40.0,17.0,0,1,0,1,0
467,5078924,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,44.0,3.0,0,1,0,2,0
468,5068390,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,38.0,0.0,0,1,1,2,0
469,5046036,F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,59.0,0.0,0,0,0,2,0
470,5033788,F,N,Y,1,315000.0,Working,Higher education,Separated,House / apartment,43.0,13.0,1,1,0,2,0
471,5010781,F,Y,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,40.0,6.0,0,0,1,3,0
472,5022761,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,27.0,4.0,0,0,1,2,0
473,5041980,F,N,N,0,211500.0,Commercial associate,Higher education,Married,With parents,40.0,13.0,1,1,0,2,0
474,5113854,M,N,N,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,42.0,23.0,1,0,0,1,0
475,5126612,F,Y,N,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,56.0,0.0,0,1,0,1,0
476,5142136,F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,47.0,14.0,0,0,0,4,0
477,5088163,F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,35.0,3.0,0,0,0,1,0
478,5146086,M,N,N,0,148500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,39.0,3.0,0,0,1,1,0
479,5139553,F,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,37.0,17.0,0,1,0,4,0
480,5041474,F,N,Y,0,90000.0,Commercial associate,Higher education,Married,House / apartment,25.0,2.0,0,0,1,2,0
481,5025020,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,59.0,0.0,0,0,0,2,0
482,5118270,F,N,N,0,99000.0,Working,Secondary / secondary special,Married,With parents,54.0,15.0,1,0,0,2,0
483,5095324,F,N,Y,0,315000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,63.0,0.0,0,1,0,1,0
484,5142290,F,N,Y,1,162000.0,State servant,Higher education,Civil marriage,House / apartment,41.0,0.0,0,0,0,3,0
485,5148792,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,48.0,15.0,0,0,0,1,0
486,5062031,F,Y,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,27.0,2.0,0,1,1,1,0
487,5088836,F,N,Y,0,612000.0,State servant,Secondary / secondary special,Married,House / apartment,34.0,10.0,0,0,1,2,0
488,5035418,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,58.0,13.0,0,0,0,2,0
489,5089896,F,N,Y,0,67500.0,Pensioner,Higher education,Single / not married,Municipal apartment,65.0,0.0,0,0,1,1,0
490,5137407,F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,47.0,8.0,0,0,0,1,0
491,5086060,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,56.0,26.0,0,1,0,2,0
492,5095117,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,39.0,4.0,0,0,0,2,0
493,5067419,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,64.0,0.0,0,0,0,2,0
494,5041307,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,0.0,0,1,0,2,0
495,5146401,F,N,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,54.0,6.0,1,0,0,1,0
496,5105137,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,27.0,3.0,0,0,0,1,0
497,5053388,F,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,45.0,27.0,0,0,1,2,0
498,5146467,M,Y,N,0,360000.0,State servant,Higher education,Married,House / apartment,27.0,5.0,0,0,0,2,0
499,5113082,F,N,Y,1,112500.0,Working,Higher education,Single / not married,House / apartment,42.0,3.0,0,0,0,2,0
500,5052755,M,N,Y,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,29.0,3.0,0,0,0,2,0
501,5092436,F,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,55.0,0.0,0,1,0,2,0
502,5022243,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,42.0,23.0,0,0,1,2,0
503,5113020,M,Y,Y,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,40.0,6.0,0,0,0,2,0
504,5058267,M,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,With parents,49.0,5.0,0,0,0,3,0
505,5037247,M,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,33.0,3.0,0,0,0,4,0
506,5100461,M,Y,Y,1,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,34.0,7.0,0,0,0,3,0
507,5096753,M,Y,N,0,328500.0,Working,Higher education,Married,House / apartment,41.0,7.0,1,1,0,2,0
508,5091778,M,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,30.0,3.0,1,0,0,4,0
509,5038569,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,55.0,1.0,0,1,0,2,0
510,5069169,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,28.0,3.0,0,0,1,2,0
511,5091048,F,N,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,42.0,6.0,0,0,1,4,0
512,5097134,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,31.0,7.0,1,1,0,2,0
513,5097106,F,N,Y,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,58.0,31.0,0,1,0,2,0
514,5099877,F,Y,Y,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,59.0,0.0,0,1,0,2,0
515,5033884,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,55.0,3.0,1,1,0,2,0
516,5097024,M,Y,N,0,198000.0,Commercial associate,Higher education,Married,House / apartment,37.0,8.0,0,0,0,2,0
517,5010412,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,60.0,0.0,0,0,0,2,0
518,5091144,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,30.0,4.0,0,0,0,2,0
519,5088503,M,Y,Y,0,72000.0,Working,Higher education,Married,House / apartment,60.0,2.0,0,0,0,2,0
520,5126142,M,Y,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,44.0,10.0,0,0,0,4,0
521,5067020,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,47.0,3.0,0,0,1,3,0
522,5061076,M,Y,N,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,41.0,9.0,1,0,0,2,0
523,5126527,F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,With parents,34.0,1.0,0,1,0,2,0
524,5078931,M,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,43.0,1.0,0,1,0,1,0
525,5125471,M,Y,Y,1,450000.0,Commercial associate,Higher education,Married,House / apartment,48.0,5.0,0,0,0,3,0
526,5025207,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,27.0,0.0,0,0,0,3,0
527,5042097,F,N,N,1,108000.0,Working,Secondary / secondary special,Separated,House / apartment,39.0,11.0,0,1,0,2,0
528,5067653,F,N,Y,0,787500.0,State servant,Higher education,Married,House / apartment,47.0,4.0,0,0,1,2,0
529,5089137,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,39.0,15.0,0,1,0,2,0
530,5065601,M,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,57.0,3.0,0,1,0,2,0
531,5112833,F,N,Y,1,90000.0,Working,Secondary / secondary special,Separated,With parents,36.0,3.0,0,1,1,2,0
532,5050549,M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,46.0,8.0,1,0,0,4,0
533,5065763,F,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,40.0,2.0,0,0,0,1,0
534,5089269,F,N,N,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,52.0,4.0,1,0,0,1,0
535,5061207,M,Y,Y,14,225000.0,Working,Secondary / secondary special,Separated,House / apartment,49.0,5.0,0,0,0,15,0
536,5028684,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,26.0,8.0,0,0,1,2,0
537,5028737,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34.0,11.0,0,0,0,2,0
538,5113406,M,Y,Y,0,450000.0,Commercial associate,Higher education,Single / not married,House / apartment,30.0,2.0,0,0,1,1,0
539,5025741,F,Y,N,0,216000.0,Working,Higher education,Married,Municipal apartment,33.0,1.0,0,1,0,2,0
540,5045992,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.0,12.0,0,0,0,2,0
541,5054453,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,49.0,3.0,0,0,0,2,0
542,5024586,F,Y,Y,2,315000.0,State servant,Secondary / secondary special,Married,House / apartment,34.0,3.0,0,0,0,4,0
543,5090701,F,N,N,0,594000.0,Pensioner,Higher education,Single / not married,Municipal apartment,48.0,0.0,0,0,0,1,0
544,5091929,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,50.0,2.0,0,0,0,2,0
545,5149034,F,N,Y,0,180000.0,State servant,Higher education,Married,House / apartment,48.0,3.0,0,0,0,2,0
546,5114114,M,Y,N,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,47.0,2.0,0,1,0,1,0
547,5142579,F,Y,Y,1,234000.0,Working,Secondary / secondary special,Single / not married,House / apartment,57.0,8.0,0,0,0,2,0
548,5046035,F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,59.0,0.0,0,0,0,2,0
549,5050756,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,49.0,11.0,1,0,0,2,0
550,5047853,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,34.0,9.0,0,0,0,3,0
551,5009790,F,N,N,0,198000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.0,0.0,0,1,0,1,0
552,5135819,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.0,8.0,0,0,0,2,0
553,5092287,F,N,Y,0,247500.0,Pensioner,Higher education,Married,House / apartment,61.0,0.0,0,0,0,2,0
554,5028280,F,N,N,1,157500.0,Commercial associate,Incomplete higher,Married,With parents,33.0,8.0,0,0,0,3,0
555,5095896,F,N,N,1,112500.0,Commercial associate,Higher education,Married,House / apartment,44.0,7.0,1,1,0,3,0
556,5024352,M,Y,Y,0,585000.0,Commercial associate,Secondary / secondary special,Married,With parents,46.0,5.0,0,0,0,2,0
557,5100027,F,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53.0,32.0,0,0,0,2,0
558,5028337,F,Y,N,1,225000.0,Working,Higher education,Single / not married,With parents,38.0,15.0,0,0,0,2,0
559,5090788,F,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,30.0,4.0,0,0,0,2,0
560,5046126,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,56.0,8.0,1,1,0,2,0
561,5092265,M,N,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,49.0,1.0,0,0,0,2,0
562,5143319,F,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.0,0.0,0,0,0,2,0
563,5114354,M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,27.0,8.0,1,0,0,2,0
564,5117248,F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,36.0,7.0,0,0,0,4,0
565,5024386,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,Municipal apartment,37.0,4.0,0,0,0,2,0
566,5026178,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,53.0,21.0,1,0,0,2,0
567,5033439,M,Y,N,2,270000.0,Working,Higher education,Married,House / apartment,32.0,8.0,0,1,0,4,0
568,5089320,F,Y,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,32.0,2.0,1,1,1,2,0
569,5053872,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,32.0,6.0,0,0,0,3,0
570,5091735,F,Y,Y,0,243000.0,Working,Secondary / secondary special,Single / not married,House / apartment,40.0,6.0,0,0,0,1,0
571,5105791,M,N,N,0,121500.0,State servant,Incomplete higher,Single / not married,House / apartment,25.0,4.0,1,0,0,1,0
572,5125928,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,32.0,2.0,0,0,0,3,0
573,5115662,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,44.0,7.0,0,1,0,1,0
574,5029256,M,Y,Y,2,225000.0,Working,Higher education,Married,House / apartment,37.0,3.0,0,0,0,4,0
575,5136029,M,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,54.0,6.0,0,0,0,2,0
576,5037157,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,0.0,0,1,0,2,0
577,5046531,M,Y,N,0,202500.0,Pensioner,Higher education,Married,House / apartment,55.0,0.0,0,0,0,2,0
578,5023177,F,N,Y,1,337500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,49.0,13.0,1,1,0,3,0
579,5021967,F,N,N,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,32.0,3.0,0,0,0,3,0
580,5135530,F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.0,0.0,0,0,0,2,0
581,5146534,F,Y,N,1,67500.0,State servant,Secondary / secondary special,Married,House / apartment,42.0,3.0,0,0,0,3,0
582,5126101,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.0,0.0,0,1,0,2,0
583,5088161,F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,35.0,3.0,0,0,0,1,0
584,5100394,M,N,Y,1,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34.0,11.0,0,0,0,3,0
585,5079035,F,N,Y,0,135000.0,Pensioner,Lower secondary,Married,House / apartment,62.0,0.0,0,0,0,2,0
586,5095631,M,Y,N,1,180000.0,Working,Higher education,Married,House / apartment,31.0,1.0,0,0,0,3,0
587,5113647,F,N,Y,0,225000.0,Working,Incomplete higher,Married,House / apartment,34.0,1.0,0,0,1,2,0
588,5046336,F,N,N,1,85500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28.0,2.0,1,0,0,3,0
589,5028781,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,43.0,8.0,0,0,0,2,0
590,5125730,F,Y,Y,1,119700.0,Working,Higher education,Married,House / apartment,36.0,9.0,0,1,0,3,0
591,5023724,M,Y,N,1,495000.0,Working,Secondary / secondary special,Married,House / apartment,28.0,1.0,0,1,0,3,0
592,5116369,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,53.0,10.0,0,0,0,2,0
593,5062214,F,N,Y,2,153000.0,Commercial associate,Higher education,Married,House / apartment,36.0,4.0,0,0,0,4,0
594,5009023,F,N,Y,2,216000.0,State servant,Higher education,Married,House / apartment,42.0,9.0,0,0,1,4,0
595,5028946,F,N,Y,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,48.0,1.0,0,0,0,2,0
596,5068470,F,N,N,1,108000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.0,2.0,0,0,0,3,0
597,5045828,F,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,61.0,0.0,0,0,0,2,0
598,5095930,F,N,N,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,56.0,0.0,0,1,0,2,0
599,5090049,F,N,Y,0,69372.0,Working,Secondary / secondary special,Married,House / apartment,44.0,1.0,1,1,0,2,0
600,5067730,F,N,Y,1,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,28.0,7.0,1,1,0,3,0
601,5092239,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,57.0,6.0,0,0,0,2,0
602,5105560,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,46.0,12.0,0,0,1,2,0
603,5099914,F,N,Y,2,126000.0,Working,Secondary / secondary special,Married,House / apartment,27.0,4.0,1,1,0,4,0
604,5053032,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.0,0.0,0,0,0,2,0
605,5150038,M,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,35.0,4.0,0,0,0,1,0
606,5053678,F,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,33.0,4.0,0,1,0,1,0
607,5087538,M,N,Y,0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,27.0,5.0,0,1,0,1,0
608,5050440,F,Y,Y,1,157500.0,Working,Incomplete higher,Civil marriage,House / apartment,36.0,8.0,0,0,0,3,0
609,5096670,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,59.0,0.0,0,1,0,1,0
610,5061611,M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,31.0,2.0,0,1,0,3,0
611,5065342,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.0,0.0,0,1,0,2,0
612,5041066,F,N,Y,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,48.0,6.0,0,0,0,1,0
613,5105819,M,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,32.0,1.0,0,0,0,4,0
614,5135460,F,N,Y,3,37800.0,Pensioner,Secondary / secondary special,Married,House / apartment,36.0,0.0,0,0,0,5,0
615,5009319,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,55.0,0.0,0,1,1,2,0
616,5091006,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,47.0,9.0,0,0,0,2,0
617,5050852,M,N,N,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,26.0,4.0,0,0,0,1,0
618,5117202,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,37.0,0.0,0,0,0,1,0
619,5074739,M,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,36.0,10.0,0,0,0,3,0
620,5009472,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,54.0,27.0,1,1,0,2,0
621,5135378,F,N,Y,0,387000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,55.0,14.0,0,0,0,2,0
622,5135489,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,28.0,9.0,0,0,0,4,0
623,5067016,M,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,27.0,1.0,0,0,0,1,0
624,5024097,F,Y,N,0,126000.0,State servant,Incomplete higher,Single / not married,House / apartment,33.0,14.0,1,0,0,1,0
625,5008865,F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,43.0,9.0,0,0,0,4,0
626,5116640,F,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,43.0,2.0,0,0,1,3,0
627,5089770,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,30.0,7.0,1,0,0,4,0
628,5009118,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43.0,1.0,0,0,0,1,0
629,5042296,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,42.0,6.0,1,1,0,3,0
630,5010185,M,N,N,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,46.0,18.0,0,1,0,2,0
631,5090509,M,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,30.0,0.0,0,0,0,2,0
632,5113006,M,Y,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,54.0,6.0,0,0,0,3,0
633,5026368,M,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,37.0,15.0,1,1,0,3,0
634,5095905,F,N,N,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,42.0,4.0,0,0,0,1,0
635,5113440,F,N,Y,0,207000.0,Working,Secondary / secondary special,Single / not married,House / apartment,51.0,7.0,0,0,0,1,0
636,5069289,F,N,Y,0,270000.0,Commercial associate,Incomplete higher,Married,House / apartment,41.0,9.0,0,0,0,2,0
637,5135938,F,Y,N,2,315000.0,Working,Secondary / secondary special,Married,House / apartment,43.0,10.0,0,0,0,4,0
638,5118026,F,N,N,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.0,9.0,0,1,0,2,0
639,5053524,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,40.0,7.0,0,1,0,2,0
640,5010567,F,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,28.0,5.0,0,0,1,2,0
641,5046003,F,N,Y,1,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,41.0,9.0,0,1,0,2,0
642,5118225,M,Y,N,0,225000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,57.0,9.0,0,0,0,2,0
643,5036187,F,Y,Y,1,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.0,0.0,0,1,0,3,0
644,5050635,F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,37.0,8.0,0,0,0,2,0
645,5067444,F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,0.0,0,0,0,2,0
646,5088805,M,Y,Y,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,38.0,10.0,1,1,0,2,0
647,5117331,F,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,41.0,6.0,0,1,0,1,0
648,5045113,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,58.0,0.0,0,0,0,1,0
649,5067281,M,N,Y,1,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,36.0,7.0,0,0,0,3,0
650,5137385,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,64.0,0.0,0,1,0,2,0
651,5066832,F,Y,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,60.0,0.0,0,0,0,2,0
652,5041520,M,Y,Y,0,450000.0,Commercial associate,Higher education,Separated,House / apartment,44.0,2.0,1,1,0,1,0
653,5023092,F,N,N,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,46.0,11.0,0,0,0,1,0
654,5079016,M,Y,Y,2,900000.0,Commercial associate,Higher education,Married,House / apartment,27.0,3.0,0,0,0,4,0
655,5035682,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,45.0,23.0,0,0,0,2,0
656,5139761,M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,65.0,21.0,0,0,0,2,0
657,5033906,M,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,50.0,0.0,0,0,0,2,0
658,5029251,M,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,38.0,12.0,1,0,0,2,0
659,5091824,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,40.0,16.0,0,0,0,1,0
660,5132569,F,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,41.0,4.0,0,1,0,3,0
661,5021490,M,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,29.0,2.0,0,1,0,1,0
662,5035859,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,58.0,7.0,0,0,0,1,0
663,5022025,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,27.0,4.0,0,0,0,1,0
664,5116613,M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,32.0,10.0,0,0,0,2,0
665,5115884,F,N,Y,0,54000.0,Pensioner,Higher education,Married,House / apartment,67.0,0.0,0,0,0,2,0
666,5010303,F,N,Y,0,189000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,55.0,17.0,1,1,0,2,0
667,5142496,F,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,42.0,8.0,0,0,0,3,0
668,5046398,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,66.0,0.0,0,0,0,1,0
669,5125585,F,N,Y,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.0,0.0,0,1,0,2,0
670,5113302,M,N,Y,1,180000.0,Working,Higher education,Married,With parents,43.0,5.0,0,0,0,3,0
671,5139321,F,N,Y,0,121500.0,Pensioner,Higher education,Widow,House / apartment,66.0,0.0,0,0,0,1,0
672,5053918,F,Y,N,0,225000.0,Working,Higher education,Civil marriage,House / apartment,40.0,7.0,0,0,0,2,0
673,5067102,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,46.0,12.0,0,0,0,1,0
674,5022118,M,N,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,3.0,0,0,0,2,0
675,5022954,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,50.0,1.0,1,0,0,2,0
676,5047667,F,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,24.0,1.0,0,0,0,2,0
677,5091718,F,Y,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39.0,6.0,0,0,0,2,0
678,5009586,F,N,N,0,45000.0,Working,Secondary / secondary special,Separated,House / apartment,39.0,2.0,0,1,0,1,0
679,5097170,M,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,26.0,7.0,0,0,0,2,0
680,5022015,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,27.0,4.0,0,0,0,1,0
681,5062594,M,Y,Y,1,135000.0,State servant,Higher education,Married,House / apartment,25.0,0.0,0,0,1,3,0
682,5028726,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34.0,11.0,0,0,0,2,0
